ticker,company,target,date,year,deal_size_mn,deal_type,ta_group,specialty,size_basis,note,source_url,upfront_musd,milestone_musd,deal_subtype,confidence
AZN,AstraZeneca,Fusion Pharmaceuticals,2024-06-04,2024,2189.0,M&A,Oncology,Oncology,Actual,"Targeted actinium-225 & lutetium-177 radiopharmaceuticals (FPI-2265, FPI-1434) (astrazeneca.com, wsj.com)",,,,,
NVS,Novartis,Endocyte,2018-12-21,2018,2100.0,M&A,Oncology,Oncology,Actual,^177Lu-PSMA-617 (Pluvicto™) radioligand for mCRPC; key to Novartis Radiopharma platform. (novartis.com),,,,,
ABBV,AbbVie,Capstan Therapeutics,2025-08-19,2025,2100.0,M&A,Immunology,Immunology,Actual,RNA delivery,,,,,
BMY,Bristol Myers Squibb,Cardioxyl Pharmaceuticals,2015-12-08,2015,2100.0,M&A,Cardiovascular/Metabolic,Cardiovascular/Metabolic,Actual,HNO donor CXL-1427 for acute decompensated heart failure,,,,,
NVO,Novo Nordisk,Corvidia Therapeutics,2020-06-11,2020,2100.0,M&A,Cardiovascular/Metabolic,Cardiovascular/Metabolic,Actual,Ziltivekimab – long-acting anti-IL-6 mAb for CKD-driven atherosclerotic events (nasdaq.com),,,,,
NVO,Novo Nordisk,Vivtex Corporation — oral drug-delivery tech,2026-02-25,2026,2100.0,BD,Cardiovascular/Metabolic,Oral biologics for obesity / diabetes / ,Actual,,https://www.novonordisk.com/content/nncorp/global/en/news-and-media/news-and-ir-materials/news-details.html?id=916506,,,BD-license,HIGH
LLY,Eli Lilly,Morphic Therapeutic,2024-08-16,2024,2045.6,M&A,Immunology,Immunology,Actual,"MORF-057 oral α4β7 integrin (ulcerative colitis) (investor.lilly.com, investor.lilly.com)",,,,,
GSK,GSK,Bellus Health,2023-06-28,2023,2000.0,M&A,Respiratory,Respiratory,Actual,"Camlipixant: A late-stage, potentially best-in-class oral P2X3 antagonist for refractory chronic cough.",,,,,
PFE,Pfizer,Trillium Therapeutics,2021-11-17,2021,2000.0,M&A,Oncology,Oncology,Actual,Dual CD47/SIRPα checkpoint inhibitors TTI-622/TTI-621 for haematologic malignancies (pfizer.com),,,,,
NVS,Novartis,"Excellergy, Inc. — Exl-111 anti-IgE",2026-03-27,2026,2000.0,M&A,Immunology,Immunology / allergy (anti-IgE antibody),Actual,,https://www.novartis.com/news/media-releases/novartis-agrees-acquire-excellergy-inc-building-allergy-leadership-next-generation-anti-ige-innovation,,,M&A,MEDIUM
ROG,Roche,lgnyta,2018-02-08,2018,1949.0,M&A,Oncology,Oncology,Actual,Rozlytrek® (entrectinib) ROS1 / NTRK fusion inhibitor for lung & rare solid tumours.,,,,,
SNY,Sanofi,Inhibrx,2024-05-30,2024,1938.6,M&A,Rare Disease,Rare-Disease,Actual,INBRX-101 recombinant A1AT enzyme-replacement for alpha-1 antitrypsin deficiency (sanofi.com),,,,,
LLY,Eli Lilly,Repertoire Immune Medicines,2026-01-29,2026,1925.0,BD,Immunology,Immunology (T-cell tolerizing therapies;,Actual,,https://www.prnewswire.com/news-releases/repertoire-immune-medicines-announces-strategic-collaboration-with-lilly-to-develop-tolerizing-therapies-for-autoimmune-diseases-302673203.html,85.0,1840.0,BD-collaboration,HIGH
LLY,Eli Lilly,Versanis Bio,2023-08-14,2023,1925.0,M&A,Cardiovascular/Metabolic,Cardiovascular/Metabolic,Actual,"Bimagrumab (ActRIIB mAb) for obesity & sarcopenia (investor.lilly.com, investor.lilly.com)",,,,,
SNY,Sanofi,Chattem,2009-12-21,2009,1900.0,M&A,Consumer Health,Consumer-Health,Actual,"Icy Hot®, Gold Bond®, Selsun® – turned Sanofi into a top-5 U.S. OTC player (reuters.com, news.sanofi.us)",,,,,
GSK,GSK,Sierra Oncology,2022-07-01,2022,1900.0,M&A,Oncology,Oncology,Actual,Momelotinib: A late-stage inhibitor for myelofibrosis patients with anemia.,,,,,
SNY,Sanofi,Kadmon Holdings,2021-11-09,2021,1900.0,M&A,Immunology,Immunology,Actual,Rezurock™ (belumosudil) ROCK2 inhibitor for chronic GVHD (sanofi.com),,,,,
PFE,Pfizer,Vicuron Pharmaceuticals,2005-09-14,2005,1900.0,M&A,Anti-Infectives,Anti-Infectives,Actual,"Anidulafungin & dalbavancin— hospital antifungals targeting resistant pathogens (fiercebiotech.com, jonesday.com)",,,,,
NVS,Novartis,Unnatural Products (UNP) — macrocyclic peptide platform,2026-02-18,2026,1800.0,BD,Cardiovascular/Metabolic,Cardiovascular (AI-guided macrocyclic pe,Actual,,https://www.globenewswire.com/news-release/2026/02/18/3240126/0/en/Unnatural-Products-Announces-Licensing-Agreement-with-Novartis-to-Develop-Macrocyclic-Peptide-Therapeutics.html,100.0,1700.0,BD-collaboration,HIGH
AZN,AstraZeneca,CinCor Pharma,2023-02-24,2023,1764.0,M&A,Cardiovascular/Metabolic,Cardiovascular/Hematology,Actual,"Baxdrostat, a highly selective aldosterone-synthase inhibitor for resistant hypertension (astrazeneca.com, astrazeneca-us.com)",,,,,
AZN,AstraZeneca,Almirall (Symbicort and Pulmicort),2014-11-03,2014,1759.0,M&A,Respiratory,Respiratory,Actual,Expanded global control of inhaled ICS/LABA/ICS+LABA brands for asthma/COPD,,,,,
JNJ,Johnson & Johnson,Alios BioPharma,2014-11-07,2014,1750.0,M&A,Other,Infectious Disease,Actual,"AL-8176 (lumicitabine) nucleoside antiviral for RSV; broad respiratory virus library (jnj.com, genengnews.com)",,,,,
NVS,Novartis,Mariana Oncology,2024-05-02,2024,1750.0,M&A,Oncology,Oncology,Actual,Alpha-emitting actinium-225 radioconjugate platform for solid tumours. (anthostherapeutics.com),,,,,
ROG,Roche,SanegeneBio (via Genentech) — siRNA program,2026-02-02,2026,1700.0,BD,Gene/Cell Therapy,RNAi / siRNA platform (undisclosed progr,Actual,,https://www.prnewswire.com/news-releases/sanegenebio-announces-rnai-global-licensing-collaboration-with-genentech-302676224.html,200.0,1500.0,BD-license,HIGH
NVS,Novartis,Regulus Therapeutics (NAS: RGLS),2025-06-25,2025,1700.0,M&A,Gene/Cell Therapy,Gene Therapy,Actual,RGLS8429 antisense targeting miR-17 for ADPKD; augments renal RNA toolbox.,,,,,
NVS,Novartis,SciNeuro Pharmaceuticals — amyloid-beta antibody,2026-01-12,2026,1665.0,BD,CNS/Neurology,Neuroscience (Alzheimer's; Abeta antibod,Actual,,https://www.prnewswire.com/news-releases/scineuro-and-novartis-enter-into-a-licensing-and-collaboration-agreement-for-next-generation-therapeutics-to-treat-alzheimers-disease-302658400.html,165.0,1500.0,BD-license,HIGH
AMGN,Amgen,FivePrime Therapeutics,2021-04-16,2021,1600.0,M&A,Oncology,Oncology,Actual,Bemarituzumab: An investigational anti-FGFR2b antibody for gastric cancer.,,,,,
SNY,Sanofi,ViceBio,2025-07-22,2025,1600.0,M&A,Vaccines,Vaccines,Actual,,,,,,
LLY,Eli Lilly,ARMO BioSciences,2018-06-22,2018,1600.0,M&A,Oncology,Oncology,Actual,"Pegilodecakin (PEG-IL-10) (clinicaltrialsarena.com, biospace.com)",,,,,
NVS,Novartis,IFM Tre,2019-05-07,2019,1575.0,M&A,Immunology,Immunology,Actual,NLRC4/NLRP3 inflammasome inhibitors for autoimmune diseases.,,,,,
LLY,Eli Lilly,Vaccine Company Inc,2026-05-26,2026,1550.0,M&A,Vaccines,Vaccines/infectious disease (viral patho,Actual,,https://www.prnewswire.com/news-releases/lilly-announces-three-acquisitions-to-build-infectious-disease-portfolio-302781404.html,,,M&A,HIGH
ROG,Roche,Poseida Therapeutics,2025-01-08,2025,1500.0,BD,Oncology,Oncology,Actual,"Option to buy allogeneic CAR-T portfolio (P-MUC1C-ALLO1, BCMA) & piggyBac® gene-editing platform.",,,,,
LLY,Eli Lilly,Curevo Inc,2026-05-26,2026,1500.0,M&A,Vaccines,Vaccines/infectious disease (shingles pr,Actual,,https://www.prnewswire.com/news-releases/lilly-announces-three-acquisitions-to-build-infectious-disease-portfolio-302781404.html,,,M&A,HIGH
BMY,Bristol Myers Squibb,Orbital Therapeutics,2025-10-10,2025,1500.0,M&A,Immunology,Immunology,Actual,RNA therapeutics platform,,,,,
NVS,Novartis,gyroscope,2022-02-17,2022,1500.0,M&A,Ophthalmology,Ophthalmology,Actual,GT005 AAV for geographic atrophy (complement C3 down-regulation).,,,,,
SNY,Sanofi,Kymab,2021-04-08,2021,1450.0,M&A,Immunology,Immunology,Actual,"KY1005 anti-OX40L mAb (atopic dermatitis) & KY1044 ICOS agonist (IO) (sanofi.com, sanofi.com)",,,,,
ABBV,AbbVie,Kestrel Therapeutics — KST-6051 oral pan-KRAS,2026-04-28,2026,1450.0,BD,Oncology,Oncology (KRAS-mutant solid tumors); war,Actual,,https://www.biospace.com/business/abbvie-sinks-talons-into-kras-with-right-to-buy-kestrel-for-up-to-1-45b,,,BD-option,HIGH
GSK,GSK,ID Biomedical,2005-12-08,2005,1447.2,M&A,Vaccines,Vaccines,Actual,Flu vaccine (Fluviral) and manufacturing capacity (Quebec site).,,,,,
ABBV,AbbVie,Aliada Therapeutics,2024-12-11,2024,1400.0,M&A,CNS/Neurology,Cns,Actual,ALIA-1758 anti-pE-Aβ mAb + BBB-shuttle tech for Alzheimer’s disease,,,,,
LLY,Eli Lilly,Disarm Therapeutics,2020-10-01,2020,1365.0,M&A,CNS/Neurology,Neurology,Actual,SARM1 inhibitors to halt axon degeneration,,,,,
MRK,Merck & Co,lmago BioSciences,2023-01-11,2023,1350.0,M&A,Cardiovascular/Metabolic,Cardiovascular/Hematology,Actual,Bomedemstat (LSD1 inh.) for myelofibrosis & MPNs,,,,,
NVO,Novo Nordisk,Emisphere Technologies,2020-12-08,2020,1350.0,M&A,Other,Drug-Delivery,Actual,Eligen® SNAC carrier that makes oral semaglutide (Rybelsus®) possible (globenewswire.com),,,,,
SNY,Sanofi,Qunol,2023-09-29,2023,1342.0,M&A,Consumer Health,Consumer Health,Actual,CoQ10 & turmeric-based healthy-aging vitamin line – expands U.S. CHC portfolio (sanofi.com),,,,,
NVS,Novartis,EBEWE Pharma (Generic Injectables Bu,2009-09-22,2009,1340.1,M&A,Oncology,Oncology,Actual,Austrian sterile-oncology injectables plant & portfolio for Sandoz.,,,,,
ROG,Roche,89bio,2025-10-30,2025,1323.5,M&A,Cardiovascular/Metabolic,Cardiovascular/Metabolic,Actual, potentially best-in-disease treatment for moderate to severe Metabolic Dysfunction-Associated Steatohepatitis (MASH),,,,,
LLY,Eli Lilly,Adverum Biotechnologies,2025-12-09,2025,1300.0,M&A,Ophthalmology,Ophthalmology,Actual,"Ixo-vec (ixoberogene soroparvovec), intravitreal gene therapy for wet AMD",,,,,
LLY,Eli Lilly,Verve Therapeutics,2025-07-28,2025,1300.0,M&A,Cardiovascular/Metabolic,Cardiovascular,Actual,"VERVE-102, VERVE-201, and VERVE-301 – target the three lipoprotein drivers of atherosclerosis: low-density lipoproteins, triglyceride-rich lipoproteins, and lipoprotein(a).",,,,,
MRK,Merck & Co,Elanco Aqua,2024-07-09,2024,1300.0,M&A,Other,Other,Actual,Animal health Vaccines & health products for farmed-fish diseases,,,,,
PFE,Pfizer,Esperion Therapeutics (Acquired)AstraZeneca(Antibiotics Business),2004-01-01,2004,1300.0,M&A,Other,Haematology,Actual,ApoA-I Milano HDL-raising gene therapy & CETP modulator know-how (asset later spun out) (ideas.repec.org),,,,,
LLY,Eli Lilly,Nimbus Therapeutics,2026-01-06,2026,1300.0,BD,Cardiovascular/Metabolic,Metabolic/obesity (oral preclinical obes,Actual,,https://www.businesswire.com/news/home/20260106883316/en/Nimbus-Therapeutics-Announces-Research-Collaboration-and-License-Agreement-with-Lilly-for-Novel-Oral-Obesity-Treatment,55.0,1245.0,BD-license,HIGH
AMGN,Amgen,Tularik,2004-05-29,2004,1300.0,M&A,Other,Platform,Actual,A small molecule drug discovery platform and early-stage pipeline.,,,,,
AMGN,Amgen,TeneoBio,2021-10-19,2021,1292.0,M&A,Other,Platform,Actual,Bispecific and multispecific antibody technology. Lead asset was a BCMAxCD3 bispecific for multiple myeloma.,,,,,
AZN,AstraZeneca,Ardea Biosciences,2012-06-19,2012,1268.0,M&A,Other,Nephrology,Actual,Lesinurad (Zurampic®) uricosuric for gout & hyperuricaemia,,,,,
AZN,AstraZeneca,TeneoTwo,2022-08-11,2022,1265.0,M&A,Oncology,Oncology,Actual,CD19×CD3 T-cell engager TNB-486 (DLBCL) & multi-specific antibody platform (astrazeneca.com),,,,,
BMY,Bristol Myers Squibb,Flexus Biosciences,2015-04-08,2015,1250.0,M&A,Immunology,Immunology,Actual,IDO/TDO inhibitors & F001287 – immunometabolism entry,,,,,
JNJ,Johnson & Johnson,Yellow jersey Therapeutics,2024-07-11,2024,1250.0,M&A,Immunology,Immunology,Actual,"NM26 bispecific (IL-4Rα × IL-31) for atopic dermatitis; complements J&J IL-13/TSLP pipeline (jnj.com, biopharminternational.com)",,,,,
GSK,GSK,Block Drug Company,2001-01-12,2001,1240.0,M&A,Consumer Health,Consumer Health,Actual,"Sensodyne, Polident, Corega: A portfolio of major consumer oral care brands.",,,,,
NVO,Novo Nordisk,Neotope Neuroscience,2021-09-20,2021,1230.0,M&A,Gene/Cell Therapy,Gene Therapy,Actual,PRX-004 anti-ATTR antibody acquired from Prothena for hereditary & wild-type ATTR-CM (globenewswire.com),,,,,
SNY,Sanofi,Amunix Pharmaceuticals,2022-02-08,2022,1225.0,M&A,Oncology,Oncology,Actual,XPAT/XPAC conditionally-activated IL-2 & T-cell engager platform (sanofi.com),,,,,
LLY,Eli Lilly,Ventyx Biosciences,2026-01-07,2026,1200.0,M&A,Immunology,Immunology/inflammation (oral NLRP3 inhi,Actual,,https://investor.lilly.com/news-releases/news-release-details/lilly-acquire-ventyx-biosciences-advance-oral-therapies,1200.0,0.0,M&A,HIGH
ABBV,AbbVie,Gilgamesh Pharmaceuticals,2025-10-24,2025,1200.0,M&A,Other,Mental,Actual,"bretisilocin (GM-2505), a short-acting psychedelic compound in development for treating major depressive disorder (MDD)",,,,,
AZN,AstraZeneca,Gracell,2024-02-22,2024,1200.0,M&A,Gene/Cell Therapy,Gene/Cell Therapy,Estimated,"FasTCAR™ autologous & next-gen allogeneic CAR-T (GC012F) for myeloma & B-ALL (astrazeneca.com, globenewswire.com)",,,,,
JNJ,Johnson & Johnson,Proteologix,2024-06-20,2024,1200.0,M&A,Immunology,Immunology,Actual,"PX128 (IL-13 × TSLP) & PX130 (IL-13 × IL-22) bispecifics for moderate-to-severe AD & asthma (jnj.com, reuters.com)",,,,,
AZN,AstraZeneca,Pearl Therapeutics,2013-06-27,2013,1159.0,M&A,Respiratory,Respiratory,Estimated,PT003/006 LAMA/LABA fixed-dose combos; pressurised MDI platform for COPD,,,,,
GSK,GSK,IDRx,2025-02-21,2025,1150.0,M&A,Oncology,Oncology,Actual,IDRX-42 & IDRX-73: Next-generation tyrosine kinase inhibitors for GIST and other cancers.,,,,,
NVS,Novartis,Tourmaline Bio,2025-10-28,2025,1146.3,M&A,Immunology,Immunology,Actual,"Tour006, a human moniclonal antibody designed to treat complex immune and inflammatory diseases",,,,,
AMGN,Amgen,Micromet,2012-03-07,2012,1146.0,M&A,Other,Platform,Actual,BiTE® (Bispecific T-cell Engager) platform. Lead asset was Blincyto (blinatumomab).,,,,,
AZN,AstraZeneca,Icosavax,2024-02-19,2024,1141.0,M&A,Vaccines,Vaccines,Estimated,"VLP-based multivalent RSV + hMPV jab (IVX-A12) for older adults (astrazeneca.com, sec.gov)",,,,,
GSK,GSK,Aiolos Bio,2024-02-14,2024,1134.8,M&A,Respiratory,Respiratory,Actual,"AIO-001: A potentially best-in-class, long-acting anti-TSLP monoclonal antibody for asthma.",,,,,
NVS,Novartis,Kate Therapeutics,2024-10-31,2024,1127.0,M&A,Gene/Cell Therapy,Gene Therapy,Actual,AAV-MYOT for myotubular myopathy; fits rare-disease GT focus.,,,,,
LLY,Eli Lilly,Seamless Therapeutics,2026-01-28,2026,1120.0,BD,Gene/Cell Therapy,Genetic medicine (programmable recombina,Actual,,https://www.globenewswire.com/news-release/2026/01/28/3227440/0/en/Seamless-Therapeutics-Announces-Global-Research-Collaboration-with-Lilly-to-Develop-Programmable-Recombinase-based-Therapeutics-for-Hearing-Loss.html,,,BD-collaboration,HIGH
NVO,Novo Nordisk,Cardior,2024-03-25,2024,1115.2,M&A,Cardiovascular/Metabolic,Cardiovascular/Metabolic,Actual,CDR132L miR-132 inhibitor (Ph 2) for heart-failure remodelling (cardior.de),,,,,
AZN,AstraZeneca,Amolyt Pharma,2024-07-15,2024,1107.0,M&A,Cardiovascular/Metabolic,Endocrinology/Metabolic,Estimated,"Palopegteriparatide (AZD6423) – PTHR1 agonist for chronic hypoparathyroidism (astrazeneca.com, astrazeneca.com)",,,,,
MRK,Merck & Co,Themis Bioscience,2020-06-19,2020,1106.0,M&A,Vaccines,Vaccines,Estimated,Measles-vector platform for chikungunya & emerging viral threats,,,,,
MRK,Merck & Co,Sirna Therapeutics,2006-12-29,2006,1100.0,M&A,Gene/Cell Therapy,Gene Therapy,Estimated,Foundational RNA-interference platform & siRNA pipeline,,,,,
NVS,Novartis,DTx Pharma,2023-07-14,2023,1100.0,M&A,Other,Drug Delivery,Actual,FALCON lipid-conjugate siRNA platform for peripheral targets (incl. obesity biology).,,,,,
NVO,Novo Nordisk,Forma Therapeutics,2022-09-01,2022,1100.0,M&A,Other,Haematology,Actual,Etavopivat (FT-4202) PKR activator for sickle-cell disease & β-thalassaemia (businesswire.com),,,,,
NVO,Novo Nordisk,Inversago Pharma,2023-09-08,2023,1075.0,M&A,Cardiovascular/Metabolic,Cardiovascular/Metabolic,Actual,INVS-130 CB1 inverse agonist – once-daily oral candidate for obesity & NASH (inversago.com),,,,,
ROG,Roche,PathAI,2026-05-07,2026,1050.0,M&A,Diagnostics,AI digital pathology / diagnostics,Actual,,https://www.roche.com/media/releases/med-cor-2026-05-07,750.0,300.0,M&A,HIGH
LLY,Eli Lilly,Point Biopharma Global,2023-12-27,2023,1040.0,M&A,Oncology,Oncology,Actual,"^177Lu-PSMA (PNT2002) & actinium pipeline (investor.lilly.com, investor.lilly.com)",,,,,
PFE,Pfizer,AZ anti-infectives portfolio,2016-12-22,2016,1040.0,M&A,Anti-Infectives,Anti-Infectives,Actual,"Late-stage antibiotics Zavicefta®/ATM-AVI and global commercial rights (pfizer.com, astrazeneca.com)",,,,,
ROG,Roche,C4 Therapeutics — degrader-antibody conjugates (DAC),2026-04-09,2026,1020.0,BD,Oncology,"Oncology — degrader-antibody conjugates,",Actual,,https://www.sec.gov/Archives/edgar/data/1662579/000162828026024336/cccc-20260409xexx991.htm,20.0,1000.0,BD-collaboration,HIGH
GSK,GSK,Frontier Biotech (前沿生物 688221.SH),2026-02-24,2026,1003.0,BD,Immunology,siRNA for inflammation-driven kidney dis,Actual,,https://www.prnewswire.com/news-releases/frontier-biotech-and-gsk-enter-global-exclusive-licensing-agreement-for-small-interfering-rna-therapeutics-302695609.html,40.0,963.0,BD-license,HIGH
LLY,Eli Lilly,Radionetics Oncology,2024-07-01,2024,1000.0,M&A,Oncology,Oncology,Actual,"GPCR-targeted small-molecule radiopharma platform (radionetics.com, biospace.com)",,,,,
LLY,Eli Lilly,Protomer Technologies,2021-07-14,2021,1000.0,M&A,Cardiovascular/Metabolic,Cardiovascular/Metabolic,Actual,Glucose-responsive “smart-insulin” sensors,,,,,
AZN,AstraZeneca,EsoBiotec,2025-05-20,2025,1000.0,M&A,Oncology,Oncology,Actual,"Non-viral, off-the-shelf cell-therapy platform targeting solid tumours (astrazeneca.com, ft.com)",,,,,
LLY,Eli Lilly,SiteOne Therapeutics,2025-08-07,2025,1000.0,M&A,CNS/Neurology,Cns,Actual,"STC-004 Nav1.8 inhibitor – non-opioid analgesic (investor.lilly.com, prnewswire.com)",,,,,
JNJ,Johnson & Johnson,Aragon Pharmaceuticals,2013-08-21,2013,1000.0,M&A,Oncology,Oncology,Actual,Apalutamide (Erleada®) androgen-receptor antagonist for prostate-cancer franchise,,,,,
NVS,Novartis,GlaxoSmithkline(Multiple Sclerosis Drl,2015-08-21,2015,1000.0,M&A,Immunology,Immunology,Actual,Ofatumumab SC (Kesimpta®) anti-CD20 for RMS; deepens neuro-immunology.,,,,,
ABBV,AbbVie,Syndesi Therapeutics,2022-02-25,2022,1000.0,M&A,CNS/Neurology,Cns,Actual,SDI-118 SV2A positive-allosteric modulator for cognitive impairment,,,,,
SNY,Sanofi,ILEX Oncology,2004-12-21,2004,1000.0,M&A,Oncology,Oncology,Actual,Campath® (alemtuzumab) and kinase-inhibitor discovery engine,,,,,
ROG,Roche,Foundation Medicine,2015-04-07,2015,989.0,M&A,Diagnostics,Diagnostics,Actual,FoundationOne® CDx pan-tumour NGS test – companion-DX partner for Roche’s IO & TKI launches.,,,,,
GSK,GSK,35Pharma Inc.,2026-02-25,2026,950.0,M&A,Cardiovascular/Metabolic,RI&I / cardiovascular — pulmonary hypert,Actual,,https://www.gsk.com/en-gb/media/press-releases/gsk-enters-agreement-to-acquire-35pharma-inc/,950.0,0.0,M&A,HIGH
AZN,AstraZeneca,Cambridge Antibody Technology,2006-08-22,2006,945.0,M&A,Other,Other,Actual,"Pioneering phage-display antibody-engineering engine (yielded Humira®, benralizumab)",,,,,
LLY,Eli Lilly,Avid Radiopharmaceuticals,2010-12-20,2010,896.1,M&A,Diagnostics,Diagnostics,Actual,Amyvid® florbetapir PET tracer,,,,,
BMY,Bristol Myers Squibb,ZymoGenetics,2010-10-12,2010,885.0,M&A,Immunology,Immunology,Actual,Pegylated IFN-λ & IL-21 cytokine programs,,,,,
NVS,Novartis,Speedel Pharma,2008-07-10,2008,878.6,M&A,Cardiovascular/Metabolic,Cardiovascular/Metabolic,Actual,Direct renin inhibitor aliskiren (Tekturna®) and follow-up molecules.,,,,,
NVS,Novartis,Lek (Drug Discovery),2002-11-21,2002,875.0,M&A,Gene/Cell Therapy,Generics,Actual,Central-Europe branded-generics footprint (now Sandoz).,,,,,
JNJ,Johnson & Johnson,Cougar Biotechnology,2009-07-09,2009,866.4,M&A,Oncology,Oncology,Actual,Abiraterone (Zytiga®) CYP17 inhibitor for metastatic CRPC,,,,,
LLY,Eli Lilly,CoLucid Pharmaceuticals,2017-03-01,2017,857.6,M&A,CNS/Neurology,Cns,Actual,"Lasmiditan (Reyvow®) 5-HT1F agonist (investor.lilly.com, biopharmadive.com)",,,,,
LLY,Eli Lilly,Dermira,2020-02-20,2020,849.3,M&A,Immunology,Immunology,Actual,"Lebrikizumab IL-13 mAb (AD) + Qbrexza® wipes (investor.lilly.com, investor.lilly.com)",,,,,
AMGN,Amgen,Dark Blue Therapeutics,2026-01-06,2026,840.0,M&A,Oncology,Oncology (targeted protein degrader MLLT,Actual,,https://www.prnewswire.com/news-releases/amgen-acquires-dark-blue-therapeutics-bolstering-oncology-pipeline-302652998.html,,,M&A,HIGH
MRK,Merck & Co,Infinimmune,2026-03-31,2026,838.0,BD,Immunology,Immunology / autoimmune (AI antibody dis,Actual,,https://www.businesswire.com/news/home/20260331613246/en/Infinimmune-Enters-Collaboration-with-Merck-to-Discover-Novel-Human-Antibody-Therapeutics,,,BD-collaboration,MEDIUM
NVS,Novartis,IFM Due,2024-03-13,2024,835.0,M&A,Immunology,Immunology,Actual,cGAS–STING pathway antagonists for lupus & interferonopathies.,,,,,
GSK,GSK,Reliant Pharmaceuticals,2007-12-18,2007,814.0,M&A,Cardiovascular/Metabolic,Cardiovascular,Actual,Lovaza (omega-3 acid ethyl esters): A prescription-grade fish oil for hypertriglyceridemia.,,,,,
PFE,Pfizer,Therachon,2019-07-01,2019,810.0,M&A,Other,Other,Actual,TA-46 FGFR3 ligand trap for achondroplasia (dwarfism) (pfizer.com),,,,,
SNY,Sanofi,Shantha Biotechnics,2009-07-27,2009,800.0,M&A,Vaccines,Vaccines,Actual,Recombinant Hep-B & pentavalent paediatric combo shots; low-cost manufacturing in India,,,,,
LLY,Eli Lilly,LimmaTech Biologics,2026-05-26,2026,780.0,M&A,Vaccines,Vaccines/infectious disease (bacterial p,Actual,,https://www.prnewswire.com/news-releases/lilly-announces-three-acquisitions-to-build-infectious-disease-portfolio-302781404.html,,,M&A,HIGH
MRK,Merck & Co,Tilos Therapeutics,2019-06-01,2019,773.0,M&A,Immunology,Immunology,Actual,Anti-LAP Abs targeting latent TGF-β for cancer & fibrosis,,,,,
NVS,Novartis,Cadent Therapeutics,2021-03-31,2021,770.0,M&A,CNS/Neurology,Cns,Actual,CAD-9303 NMDA-R PAM for cognition in schizophrenia & CAD-1883 for ET.,,,,,
MRK,Merck & Co,Harpoon Therapeutics,2024-03-11,2024,765.0,M&A,Oncology,Oncology,Actual,DLL3-targeted TriTAC® T-cell engager HPN328 for SCLC ,,,,,
ROG,Roche,Tusk Therapeutics,2018-09-27,2018,764.0,M&A,Oncology,Immuno-Oncology (I/O),Actual,Anti-CD25 & anti-CD38 T-reg–depleting antibodies – strengthens innate-IO combo pipeline.,,,,,
ABBV,AbbVie,Haisco (海思科) — HSK55718 + HSK51155 NaV1.8,2026-04-14,2026,745.0,BD,CNS/Neurology,Pain / non-opioid analgesia (NaV1.8); ex,Actual,,https://www.prnewswire.com/news-releases/haisco-enters-into-exclusive-license-agreement-with-abbvie-to-develop-novel-medicines-for-pain-302740226.html,30.0,715.0,BD-license,HIGH
SNY,Sanofi,Protein Sciences,2017-08-25,2017,743.6,M&A,Vaccines,Vaccines,Actual,Flublok® recombinant influenza vaccine & baculovirus production platform (news.sanofi.us),,,,,
BMY,Bristol Myers Squibb,iPierian,2014-04-29,2014,725.0,M&A,CNS/Neurology,Cns,Actual,IPN007 anti-Tau mAb for PSP & AD,,,,,
AMGN,Amgen,Rodeo Therapeutics,2021-03-30,2021,721.0,M&A,Immunology,Immunology,Actual,Small molecule modulators of prostaglandin biology for tissue regeneration.,,,,,
GSK,GSK,Sirtris Pharmaceuticals,2008-06-05,2008,720.0,M&A,Other,Platform,Actual,"Sirtuin-targeting compounds (e.g., resveratrol) for diseases of aging.",,,,,
GSK,GSK,Alfasigma S.p.A. — linerixibat (Lyanavoy) out-license,2026-03-09,2026,690.0,BD,Rare Disease,Rare liver disease — PBC cholestatic pru,Actual,,https://www.gsk.com/en-gb/media/press-releases/gsk-and-alfasigma-announce-agreement/,300.0,390.0,BD-rights,HIGH
SNY,Sanofi,SangStat Medical,2003-08-04,2003,680.0,M&A,Immunology,Immunology,Actual,Thymoglobulin® anti-T-cell mAb & Cedhec® immunosuppressant portfolio,,,,,
PFE,Pfizer,NextWave Pharmaceuticals,2012-11-28,2012,680.0,M&A,CNS/Neurology,Cns,Actual,"Liquid once-daily methylphenidate Quillivant XR™ franchise (pfizer.com, cooley.com)",,,,,
MRK,Merck & Co,Oncolmmune,2020-12-01,2020,678.0,M&A,Immunology,Immunology,Estimated,CD24-Fc fusion protein (MK-7110) immunomodulator for severe COVID-19 & GVHD,,,,,
AMGN,Amgen,Gensenta,2012-06-12,2012,677.0,M&A,Other,Other,Actual,A Turkish generics and sterile injectables manufacturer.,,,,,
AMGN,Amgen,Kirin-Amgen,2017-12-31,2017,657.0,M&A,Other,Other,Actual,"Full rights to Amgen products (e.g., Nplate) in Japan.",,,,,
JNJ,Johnson & Johnson,Galapagos (Biotechnology) (AMS: GLPG,2015-03-10,2015,650.0,BD,Immunology,Immunology,Actual,Filgotinib (JAK-1 selective) rights—option structured deal for RA & IBD,,,,,
PFE,Pfizer,Baxter International (Portfolio of Marke,2014-12-01,2014,648.0,M&A,Vaccines,Vaccines,Actual,"Neisseria meningitidis (Nimenrix®, Mencevax™) & tick-borne encephalitis shots, plus Austria plant (pfizer.com, pfizer.com)",,,,,
